id,name,number
ASC_279,"Bellibolt ex da Kissera",279
ASC_280,"Clefairy ex da Lílian",280
ASC_281,"Mewtwo ex da Equipe Rocket",281
ASC_282,"Mega Diancie ex",282
ASC_283,"Mega Hawlucha ex",283
ASC_284,"Mega Gengar ex",284
ASC_285,"Mega Scrafty ex",285
ASC_286,"Zoroark ex do N",286
ASC_287,"Grimmsnarl ex da Marine",287
ASC_288,"Fezandipiti ex",288
ASC_289,"Metagross ex do Steven",289
ASC_290,"Mega Dragonite ex",290
ASC_291,"Canari",291
ASC_292,"Espírito de Luta da Iris",292
ASC_293,"Surfista",293
ASC_294,"Mega Charizard Y ex",294
ASC_295,"Mega Dragonite ex",295
